,Language Example,Language index
2090,’’ٹپہ‘‘ جگ وِچ گیت دی سب توں نِکی اتے مکمل صنف اے، جیہڑی عالمی ماحول اتے گلاں دی پوری پوری تصویر وکھ,pnb
2091,"विवाद, व्यवहार आऽ उत्तराधिकारपर सेहो हरिनाथ लिखने छथि। ज्येष्ठ पुत्रकेँ जेठांश, स्त्रीधन, पुत्रक विभ",mai
2092,"On February 4, 1974, 19-year-old Hearst was kidnapped from her Berkeley, California, apartment. She ",eng
2093,"Fatal Encounters, 2014: Roughly yearlong series focused on the six specific areas of “When law enfor",eng
2094,"Дакладнай даты ўзьнікненьня замка Стэн і места невядомая. Хутчэй за ўсё, гэта адбылося не раней за V",be-tarask
2095,Ikhemistri ibaluleke kakhulu kwintlalo yemihla ngemihla kwaye yenza isiseko samasebe amaninzi enzulu,xho
2096,"After a short break, Reynolds toured again with Matthews as a duo in 2003. Reynolds and Matthews the",eng
2097,"In su 1911 aìat publicadu una cantone, La Guerra Tripolina, in ue narat chi sa gherra in Lìbia podet",srd
2098,"Каносса къала (ит. Castello di Canossa) — маркграфиня Тосканиячы Матильданы Апеннинледе Каноссада, Р",krc
2099,"Per 2001 bestod hoveddelen av befolkningen i Tsjekkia av tsjekkere (94,24 %). Nasjonale minoriteter ",nob
2100,"Секретарият БМО-ну органларыны ишлерини бардырылыууну баджарады, дагъан болады. Башчысы БМО-ну Генер",krc
2101,José Afonso ne’e kantadór-autór portugés naran-boot tebes. Iha-ne’e iha Timór ema barak sei hanoin n,tet
2102,پرشنواچی واک ولوں کوئی پرشن پچھیا گیا ہندا اے ۔ ایہناں دی سرجنا دو پرکار ہندی اے ۔ پہلے پرکار دے پرش,pnb
2103,IKomkhulu elisisixeko (okanye idolophu elikomkhulu okanye singathi nje ikomkhulu) sisixekokazi okany,xho
2104,"Ол джыл огъунакъ акъ либерал политиклени бир къаууму джангы кърал моделни теджегенди, аннга кёре хар",krc
2105,เทียนนายเนย ชื่อวิทยาศาสตร์: Impatiens noei อยู่ในวงศ์ Balsaminaceae เป็นไม้ล้มลุก ใบเดี่ยว ใบด้านบน,tha
2106,"Калі разгарэлася Нідэрляндзкая рэвалюцыя, Антвэрпэн выступіў на баку паўстанцаў, бо сярод купецкага ",be-tarask
2107,"Aleijadiño(iha portugés: Aleijadinho) moris iha 29 fulan-Agostu iha tinan 1730 iha Ouro Preto, Brazí",tet
2108,Ukubetha kwentliziyo kuxa izihlunu zentliziyo zirhwaqela okanye zifingana. Oko kuthetha okokuba intl,xho
2109,"Рандстадны адам саны 7 миллиондан асламыды, ол Нидерландланы халкъыны юч этиб биринден асламды. Алад",krc
2110,หลังจากนั้นการพิมพ์ด้วยวิธีนี้เริ่มเป็นที่นิยมกันอย่างแพร่หลายในบรรดาศิลปิน และ ได้รับการนำไปใช้ในกา,tha
2111,iDolophi le Ifumaneka eMpumakoloni kwinxweme le Indian Ocean. yiDolophi encinene kakhulu apho unokuf,xho
2112,اس کمپنی نوں انٹرنیٹ ادمی پھیبرس گرنڈا (Fabrice Grinda) اتے علیک اوکسنفورڈ ([Alec Oxenford]) دے دوار,pnb
2113,"Umcimbi ongundoqo we-NLS kukufezekisa iimfuneko zolwimi zoMgaqo Siseko ngokunika uncedo, nokunyusa i",xho
2114,"Iha lian tetum terik ita bele hetan lia luruk boot kona ba kutun sira, nune’e kutun sira importante ",tet
2115,"Hosi lorosa’e to’o loromonu, hosi tasi feto to’o tasi mane, ita bele haré oin sa timoroan moris, oin",tet
2116,गोवर्धन असरानी हिन्दी चलचित्रक पुरान हास्य कलाकार छी। ओ ३५० सँ अधिक हिन्दी चलचित्रमे अभिनय केनए अछि ,mai
2117,Den første utgaven som kom i to bind ble utgitt i 1890. Tredje utgave ble gjort ferdig i 1915 og kom,nob
2118,"Bagia (iha lia-portugés: Baguia) postu administrativu ida iha munisípiu Baukau, Timór Lorosa'e nian.",tet
2119,"Къул, тюз адам кибик хакъны субъекти тюлдю. Не иесини аллында, неда башхаланы алларында хакъ джагъы ",krc
2120,"Сябрамі гуртка былі паэты А. Александровіч і А. Дудар, драматург Я. Рамановіч, артыст Б. Платонаў, г",be-tarask
2121,การแข่งขันกีฬาศิลปะการต่อสู้ป้องกันตัวแห่งเอเชีย ครั้งที่ 1 หรือ เอเชียนมาร์เชียลอาตส์เกมส์ 2009 เป็,tha
2122,"April 1, 1889 - Prior to the town and village status activated, Kita-Amabe District founded the town",eng
2123,اس پنڈ دی بھوئیں نوں لوئر چناب نہر چوں نکلن آلی رکھ برانچ نہر دے اک سُوئے (لنڈو) دا پانی لگدا اے ۔اس,pnb
2124,A poi sos Romanos faghent unu “terrapieno” chi dae unu montiju affacca permittit de intrare in sa fo,srd
2125,Skala rasio berupa angka kuantitatif yang memiliki nilai nol mutlak dan tidak dapat digeser sesukany,tet
2126,บัลเคนเคราซ์เป็นตราสัญลักษณ์ไม้กางเขนเหล็กแบบตรงเป็นสัญลักษณ์ประจำของกองทัพเวร์มัคท์และขยายสาขาในสงค,tha
2127,a = albedoJordens overflate og atmosfære sender ut varmestråling (i det infrarøde spekteret). Det er,nob
2128,"He became professor for Old Testament, Hebrew, and Greek at the University of Buenos Aires, the Hebr",eng
2129,सूचना विज्ञान एवं प्रौद्योगिकीक आजुक युगमे दिनानुदिन बढैत संचार साधनक प्रभावे वेब पत्रकारिता बहुविषय,mai
2130,"БелАПП працягвала літаратурную палеміку, распачатую яшчэ ў часы «Маладняку». Мела расейскую, летувіс",be-tarask
2131,"Месьціўся ў памяшканьні былога клюбу «Беларуская хатка», тут пад эгідай гуртка працаваў «Клюб белару",be-tarask
2132,СХС королевство бла Италияны арасында тиклик Биринчи дуния къазауатдан сора башланады. Ол заманда Ав,krc
2133,"Isichazi magama sesiNgesi sakwa Oxford sithi intetho ethi ""ukuvana kwamandla kwamaqela"" ngokwentsusa",xho
2134,"Gisintredu sa Pulga (in italianu sa Pulce), pro bia de s'istatura sua, incumentzat a giogare a fubal",srd
2135,АБШ-ни Федерал Резерв Системасыны билгилерине кёре бир долларлыкъ банкнотаны къуллукъ болджалы 22 ай,krc
2136,"1240 джылда Орусха монгол чабыуулну заманында маджар король IV Бела, алгъы бурун Михаил Черниговский",krc
2137,"Ngo-1999 kwakukho, ngokutsho Ethnologue, yezigidi 358 abantu abathetha iSpanish njengolwimi lweenkob",xho
2138,Жулдузла аралы букъу деб жулдузла аралы кенгликлени толтургъан бек гитче миндеулеге (кесеклеге) айта,krc
2139,"Su 5 maju, cun is cuator marcaduras signadas in su derby contra de s'Espanyol, arribbat a cuota 72 g",srd
2140,فورسٹر نے کیمبرج یونیورسٹی توں اپنی پڑھائی کیتی۔ کیمبرج وچّ اپنے ٹیوٹر، نتھینیئل ویڈ دے پربھاووش پرا,pnb
2141,"У пачатку слова літара آ адлюстроўвае падоўжаную галосную /ɑ/, літара ا — гартанную змычку (/ʔ/). У ",be-tarask
2142,Woodruff produced this album in the same way he produced the five previous albums . The 14-track alb,eng
2143,Integrated Logistics Support.ทางทหารจะแปลเป็นภาษาไทยว่า ”การส่งกำลังบำรุงรวม” หรือเรียกย่อ ๆ ว่า ILS,tha
2144,"Bobonaru iha suku haat mak hanesan Ai-Assa, Atu-Aben, Bobonaru (Bobonaro), Karabau (Carabau), Kolima",tet
2145,"There are 67 state parks, nine state recreation areas, nine state waysides, and 23 state trails in t",eng
2146,Прызнаньне незалежнасьці Аб’яднанных правінцыяў згодна зь Мюнстэрскай дамовай у 1648 року магло быць,be-tarask
2147,Паверхня таркі звычайна мае мноства адтулінаў з прылеглымі да іх зубцамі. Зубцы выконваюць функцыю р,be-tarask
2148,รำแพรวากาฬสินธุ์ได้ประดิษฐ์คิดค้นการแสดงโดย คณาจารย์ภาควิชานาฏศิลป์และดุริยางค์ โดยการควบคุมของ นายส,tha
2149,"फ्लोरेन्स (इटालियन: Firenze [fiˈrɛntse], alternate obsolete form: Fiorenza; Latin: Florentia) इटालीक",mai
2150,Umoya uyi-atmosphere yomhlaba. Umoya osijikeleziyo okanye esiphila kuwo ungumxube wee-gas ezininzi k,xho
2151,Lelalai (iha lia-portugés: Lelalai) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administra,tet
2152,ในสหรัฐช่วงการเลือกตั้งประธานาธิบดีสหรัฐอเมริกาปี 2535 และ 2539 อภิมหาเศรษฐีผู้สมัครรับเลือกตั้งรอสส,tha
2153,"E, comente ponet sa Presentada: ""Sa norma elaborada podet esser impreada liberamente dae chie si sia",srd
2154,میکس پلانک سوسائیٹی دا ناں پورے جگ تے سائینس تے ٹیکنالوجی چ اک اگے ودویں تے کھوج لان والی منی پرمنی ,pnb
2155,"The large-frame Lightning (also called the ""Express Model"") was manufactured between 1887 and 1894. ",eng
2156,"U-Gqoba wayeyiMbongi yasemZantsi Afrika ephum'izandla, enguchwepheshe ekuyibekeni ngesiXhosa intetho",xho
